raw_name,canonical_name,method,confidence,source_url,timestamp
ROSS Intelligence,ROSS Intelligence,unmatched-new,0.0,https://www.ycombinator.com/companies/ross-intelligence,2026-09-04T11:45:55.115987
SnapMagic,SnapMagic,unmatched-new,0.0,https://www.ycombinator.com/companies/snapmagic,2026-09-04T11:45:55.126988
Microhealth,Microhealth,unmatched-new,0.0,https://www.ycombinator.com/companies/microhealth,2026-09-04T11:45:55.136993
Reduced Energy Microsystems,Reduced Energy Microsystems,unmatched-new,0.0,https://www.ycombinator.com/companies/reduced-energy-microsystems,2026-09-04T11:45:55.148986
iSono Health,iSono Health,unmatched-new,0.0,https://www.ycombinator.com/companies/isono-health,2026-09-04T11:45:55.173012
Deepgram,Deepgram,unmatched-new,0.0,https://www.ycombinator.com/companies/deepgram,2026-09-04T11:45:55.179993
Daily,Daily,unmatched-new,0.0,https://www.ycombinator.com/companies/daily,2026-09-04T11:45:55.197935
Pulpix,Pulpix,unmatched-new,0.0,https://www.ycombinator.com/companies/pulpix,2026-09-04T11:45:55.219935
Netomi,Netomi,unmatched-new,0.0,https://www.ycombinator.com/companies/netomi,2026-09-04T11:45:55.240974
Algoriz,Algoriz,unmatched-new,0.0,https://www.ycombinator.com/companies/algoriz,2026-09-04T11:45:55.209937
Podium,Podium,unmatched-new,0.0,https://www.ycombinator.com/companies/podium,2026-09-04T11:45:55.271714
Revl,Revl,unmatched-new,0.0,https://www.ycombinator.com/companies/revl,2026-09-04T11:45:55.230942
AgileMD,AgileMD,unmatched-new,0.0,https://www.ycombinator.com/companies/agilemd,2026-09-04T11:45:54.802250
Gecko Robotics,Gecko Robotics,unmatched-new,0.0,https://www.ycombinator.com/companies/gecko-robotics,2026-09-04T11:45:55.285726
Caper,Caper,unmatched-new,0.0,https://www.ycombinator.com/companies/caper,2026-09-04T11:45:55.318561
Superside,Superside,unmatched-new,0.0,https://www.ycombinator.com/companies/superside,2026-09-04T11:45:55.258714
HistoWiz,HistoWiz,unmatched-new,0.0,https://www.ycombinator.com/companies/histowiz,2026-09-04T11:45:55.296571
Sendbird,Sendbird,unmatched-new,0.0,https://www.ycombinator.com/companies/sendbird,2026-09-04T11:45:55.331927
Relativity Space,Relativity Space,unmatched-new,0.0,https://www.ycombinator.com/companies/relativity-space,2026-09-04T11:45:55.355735
Farmstead,Farmstead,unmatched-new,0.0,https://www.ycombinator.com/companies/farmstead,2026-09-04T11:45:55.382786
Nova,Nova,unmatched-new,0.0,https://www.ycombinator.com/companies/nova,2026-09-04T11:45:55.366515
Iris Automation,Iris Automation,unmatched-new,0.0,https://www.ycombinator.com/companies/iris-automation,2026-09-04T11:45:55.397310
OneChronos,OneChronos,unmatched-new,0.0,https://www.ycombinator.com/companies/onechronos,2026-09-04T11:45:55.405310
garten,garten,unmatched-new,0.0,https://www.ycombinator.com/companies/garten,2026-09-04T11:45:55.443077
NeoWize,NeoWize,unmatched-new,0.0,https://www.ycombinator.com/companies/neowize,2026-09-04T11:45:55.445105
Airo Health,Airo Health,unmatched-new,0.0,https://www.ycombinator.com/companies/airo-health,2026-09-04T11:45:55.450919
Sway Finance,Sway Finance,unmatched-new,0.0,https://www.ycombinator.com/companies/sway-finance,2026-09-04T11:45:55.412310
Synvivia,Synvivia,unmatched-new,0.0,https://www.ycombinator.com/companies/synvivia,2026-09-04T11:45:55.464158
Athelas,Athelas,unmatched-new,0.0,https://www.ycombinator.com/companies/athelas,2026-09-04T11:45:55.520593
CrowdAI,CrowdAI,unmatched-new,0.0,https://www.ycombinator.com/companies/crowdai,2026-09-04T11:45:55.530595
Miso,Miso,unmatched-new,0.0,https://www.ycombinator.com/companies/miso,2026-09-04T11:45:55.521601
Scale AI,Scale AI,exact,100.0,https://www.ycombinator.com/companies/scale-ai,2026-09-04T11:45:55.546593
Seerslab,Seerslab,unmatched-new,0.0,https://www.ycombinator.com/companies/seerslab,2026-09-04T11:45:55.489184
Saleswhale,Saleswhale,unmatched-new,0.0,https://www.ycombinator.com/companies/saleswhale,2026-09-04T11:45:55.552593
People.ai,People.ai,unmatched-new,0.0,https://www.ycombinator.com/companies/people-ai,2026-09-04T11:45:55.558598
Speak,Speak,exact,100.0,https://www.ycombinator.com/companies/speak,2026-09-04T11:45:55.592122
Voiceops,Voiceops,unmatched-new,0.0,https://www.ycombinator.com/companies/voiceops,2026-09-04T11:45:55.582604
Cowlar,Cowlar,unmatched-new,0.0,https://www.ycombinator.com/companies/cowlar,2026-09-04T11:45:55.611354
Scribe,Scribe,unmatched-new,0.0,https://www.ycombinator.com/companies/scribe,2026-09-04T11:45:55.624356
Pit.AI,Pit.AI,unmatched-new,0.0,https://www.ycombinator.com/companies/pit-ai,2026-09-04T11:45:55.638376
Bountiful,Bountiful,unmatched-new,0.0,https://www.ycombinator.com/companies/bountiful,2026-09-04T11:45:55.614353
Entry,Entry,unmatched-new,0.0,https://www.ycombinator.com/companies/entry,2026-09-04T11:45:55.665287
Ambient.ai,Ambient.ai,unmatched-new,0.0,https://www.ycombinator.com/companies/ambient-ai,2026-09-04T11:45:55.683318
Penny,Penny,unmatched-new,0.0,https://www.ycombinator.com/companies/penny,2026-09-04T11:45:55.701373
RankScience,RankScience,unmatched-new,0.0,https://www.ycombinator.com/companies/rankscience,2026-09-04T11:45:55.670267
"Veryfi, Inc.","Veryfi, Inc.",unmatched-new,0.0,https://www.ycombinator.com/companies/veryfi-inc,2026-09-04T11:45:55.725869
AlemHealth,AlemHealth,unmatched-new,0.0,https://www.ycombinator.com/companies/alemhealth,2026-09-04T11:45:55.722876
Tetra,Tetra,unmatched-new,0.0,https://www.ycombinator.com/companies/tetra,2026-09-04T11:45:55.748864
FloydHub,FloydHub,unmatched-new,0.0,https://www.ycombinator.com/companies/floydhub,2026-09-04T11:45:55.761863
NanoNets,NanoNets,unmatched-new,0.0,https://www.ycombinator.com/companies/nanonets,2026-09-04T11:45:55.784980
BIOS Health,BIOS Health,unmatched-new,0.0,https://www.ycombinator.com/companies/bios-health,2026-09-04T11:45:55.787980
Ridecell,Ridecell,unmatched-new,0.0,https://www.ycombinator.com/companies/ridecell,2026-09-04T11:45:55.819073
Helix Nanotechnologies,Helix Nanotechnologies,unmatched-new,0.0,https://www.ycombinator.com/companies/helix-nanotechnologies,2026-09-04T11:45:55.849528
Bicycle AI,Bicycle AI,unmatched-new,0.0,https://www.ycombinator.com/companies/bicycle-ai,2026-09-04T11:45:55.792499
ScopeAI,ScopeAI,unmatched-new,0.0,https://www.ycombinator.com/companies/scopeai,2026-09-04T11:45:55.865989
MDalgorithms Inc.,MDalgorithms Inc.,unmatched-new,0.0,https://www.ycombinator.com/companies/mdalgorithms-inc,2026-09-04T11:45:55.651345
Skyways,Skyways,unmatched-new,0.0,https://www.ycombinator.com/companies/skyways,2026-09-04T11:45:55.895623
VergeSense,VergeSense,unmatched-new,0.0,https://www.ycombinator.com/companies/vergesense,2026-09-04T11:45:55.929904
Standard AI,Standard AI,unmatched-new,0.0,https://www.ycombinator.com/companies/standard-ai,2026-09-04T11:45:55.930902
JustSpotted,JustSpotted,unmatched-new,0.0,https://www.ycombinator.com/companies/justspotted,2026-09-04T11:45:54.835707
Nimble,Nimble,unmatched-new,0.0,https://www.ycombinator.com/companies/nimble,2026-09-04T11:45:55.936118
Theorem,Theorem,unmatched-new,0.0,https://www.ycombinator.com/companies/theorem,2026-09-04T11:45:54.821680
Darmiyan,Darmiyan,unmatched-new,0.0,https://www.ycombinator.com/companies/darmiyan,2026-09-04T11:45:55.959136
Flock Safety,Flock Safety,unmatched-new,0.0,https://www.ycombinator.com/companies/flock-safety,2026-09-04T11:45:55.954127
Mystro,Mystro,unmatched-new,0.0,https://www.ycombinator.com/companies/mystro,2026-09-04T11:45:55.972665
Smarking,Smarking,unmatched-new,0.0,https://www.ycombinator.com/companies/smarking,2026-09-04T11:45:54.977893
Cairns Health,Cairns Health,unmatched-new,0.0,https://www.ycombinator.com/companies/cairns-health,2026-09-04T11:45:56.020958
Sourceress,Sourceress,unmatched-new,0.0,https://www.ycombinator.com/companies/sourceress,2026-09-04T11:45:56.066272
Opearlo,Opearlo,unmatched-new,0.0,https://www.ycombinator.com/companies/opearlo,2026-09-04T11:45:56.076269
Spect,Spect,unmatched-new,0.0,https://www.ycombinator.com/companies/spect,2026-09-04T11:45:56.027968
Headstart,Headstart,unmatched-new,0.0,https://www.ycombinator.com/companies/headstart,2026-09-04T11:45:56.092887
Percept.AI,Percept.AI,unmatched-new,0.0,https://www.ycombinator.com/companies/percept-ai,2026-09-04T11:45:56.052744
May Mobility,May Mobility,unmatched-new,0.0,https://www.ycombinator.com/companies/may-mobility,2026-09-04T11:45:56.106188
Commissary Club (formerly 70 Million Jobs),Commissary Club (formerly 70 Million Jobs),unmatched-new,0.0,https://www.ycombinator.com/companies/commissary-club,2026-09-04T11:45:56.145186
AssemblyAI,AssemblyAI,unmatched-new,0.0,https://www.ycombinator.com/companies/assemblyai,2026-09-04T11:45:56.142185
10 By 10,10 By 10,unmatched-new,0.0,https://www.ycombinator.com/companies/10-by-10,2026-09-04T11:45:56.181218
Lyrebird,Lyrebird,unmatched-new,0.0,https://www.ycombinator.com/companies/lyrebird,2026-09-04T11:45:56.153185
Thematic,Thematic,unmatched-new,0.0,https://www.ycombinator.com/companies/thematic,2026-09-04T11:45:56.191744
Social Construct,Social Construct,unmatched-new,0.0,https://www.ycombinator.com/companies/social-construct,2026-09-04T11:45:56.169208
FollowUpThen,FollowUpThen,unmatched-new,0.0,https://www.ycombinator.com/companies/followupthen,2026-09-04T11:45:56.207260
Proven Group,Proven Group,unmatched-new,0.0,https://www.ycombinator.com/companies/proven-group,2026-09-04T11:45:56.228282
Spellbrush,Spellbrush,unmatched-new,0.0,https://www.ycombinator.com/companies/spellbrush,2026-09-04T11:45:56.264461
Precious,Precious,unmatched-new,0.0,https://www.ycombinator.com/companies/precious,2026-09-04T11:45:56.268470
Jasper.ai,Jasper,alias,100.0,https://www.ycombinator.com/companies/jasper-ai,2026-09-04T11:45:56.284570
Assembly,Assembly,unmatched-new,0.0,https://www.ycombinator.com/companies/assembly-com,2026-09-04T11:45:56.300086
Observant AI,Observant AI,unmatched-new,0.0,https://www.ycombinator.com/companies/observant-ai,2026-09-04T11:45:56.307085
Fondo,Fondo,unmatched-new,0.0,https://www.ycombinator.com/companies/fondo,2026-09-04T11:45:56.319119
Promise,Promise,unmatched-new,0.0,https://www.ycombinator.com/companies/promise,2026-09-04T11:45:56.339160
Reverie Labs,Reverie Labs,unmatched-new,0.0,https://www.ycombinator.com/companies/reverie-labs,2026-09-04T11:45:56.345164
Semantix,Semantix,unmatched-new,0.0,https://www.ycombinator.com/companies/semantix,2026-09-04T11:45:55.985676
Nuvocargo,Nuvocargo,unmatched-new,0.0,https://www.ycombinator.com/companies/nuvocargo,2026-09-04T11:45:56.352166
Edwin,Edwin,unmatched-new,0.0,https://www.ycombinator.com/companies/edwin,2026-09-04T11:45:56.367436
PicnicAI,PicnicAI,unmatched-new,0.0,https://www.ycombinator.com/companies/picnicai,2026-09-04T11:45:54.838688
Vathys,Vathys,unmatched-new,0.0,https://www.ycombinator.com/companies/vathys,2026-09-04T11:45:56.406192
Naborly,Naborly,unmatched-new,0.0,https://www.ycombinator.com/companies/naborly,2026-09-04T11:45:56.410482
Cognition IP,Cognition IP,unmatched-new,0.0,https://www.ycombinator.com/companies/cognition-ip,2026-09-04T11:45:56.380673
Weekend (fmr. Volley),Weekend (fmr. Volley),unmatched-new,0.0,https://www.ycombinator.com/companies/weekend-fmr-volley,2026-09-04T11:45:56.432493
SharpestMinds,SharpestMinds,unmatched-new,0.0,https://www.ycombinator.com/companies/sharpestminds,2026-09-04T11:45:56.445500
Tilt (f.k.a. Delphia),Tilt (f.k.a. Delphia),unmatched-new,0.0,https://www.ycombinator.com/companies/tilt-fka-delphia,2026-09-04T11:45:56.453433
Memora Health,Memora Health,unmatched-new,0.0,https://www.ycombinator.com/companies/memora-health,2026-09-04T11:45:56.479286
Voicery,Voicery,unmatched-new,0.0,https://www.ycombinator.com/companies/voicery,2026-09-04T11:45:56.495436
Orangewood Labs,Orangewood Labs,unmatched-new,0.0,https://www.ycombinator.com/companies/orangewood-labs,2026-09-04T11:45:56.460510
Point API,Point API,unmatched-new,0.0,https://www.ycombinator.com/companies/point-api,2026-09-04T11:45:56.500437
Observe.AI,Observe.AI,unmatched-new,0.0,https://www.ycombinator.com/companies/observe-ai,2026-09-04T11:45:56.514435
Jido Maps,Jido Maps,unmatched-new,0.0,https://www.ycombinator.com/companies/jido-maps,2026-09-04T11:45:56.519437
LeadGenius,LeadGenius,unmatched-new,0.0,https://www.ycombinator.com/companies/leadgenius,2026-09-04T11:45:54.812450
Helloverify,Helloverify,unmatched-new,0.0,https://www.ycombinator.com/companies/helloverify,2026-09-04T11:45:56.533439
Swayable,Swayable,unmatched-new,0.0,https://www.ycombinator.com/companies/swayable,2026-09-04T11:45:56.564437
OWNY,OWNY,unmatched-new,0.0,https://www.ycombinator.com/companies/owny,2026-09-04T11:45:56.574437
Within,Within,unmatched-new,0.0,https://www.ycombinator.com/companies/within,2026-09-04T11:45:56.582444
Phiar,Phiar,unmatched-new,0.0,https://www.ycombinator.com/companies/phiar,2026-09-04T11:45:56.559439
Searchlight,Searchlight,unmatched-new,0.0,https://www.ycombinator.com/companies/searchlight,2026-09-04T11:45:56.601993
Activeloop,Activeloop,unmatched-new,0.0,https://www.ycombinator.com/companies/activeloop,2026-09-04T11:45:56.608408
"numericcal, inc.","numericcal, inc.",unmatched-new,0.0,https://www.ycombinator.com/companies/numericcal-inc,2026-09-04T11:45:56.595958
JITX,JITX,unmatched-new,0.0,https://www.ycombinator.com/companies/jitx,2026-09-04T11:45:56.657423
Data Driven Bioscience,Data Driven Bioscience,unmatched-new,0.0,https://www.ycombinator.com/companies/data-driven-bioscience,2026-09-04T11:45:56.619417
64x Bio,64x Bio,unmatched-new,0.0,https://www.ycombinator.com/companies/64x-bio,2026-09-04T11:45:56.671436
Inscribe,Inscribe,unmatched-new,0.0,https://www.ycombinator.com/companies/inscribe,2026-09-04T11:45:56.637441
Anima App,Anima App,unmatched-new,0.0,https://www.ycombinator.com/companies/anima-app,2026-09-04T11:45:56.682447
LabelFlow,LabelFlow,unmatched-new,0.0,https://www.ycombinator.com/companies/labelflow,2026-09-04T11:45:56.688364
Regology,Regology,unmatched-new,0.0,https://www.ycombinator.com/companies/regology,2026-09-04T11:45:56.751862
Alpha Vantage,Alpha Vantage,unmatched-new,0.0,https://www.ycombinator.com/companies/alpha-vantage,2026-09-04T11:45:56.798533
Quickchat AI,Quickchat AI,unmatched-new,0.0,https://www.ycombinator.com/companies/quickchat-ai,2026-09-04T11:45:56.755024
Shelf Engine,Shelf Engine,unmatched-new,0.0,https://www.ycombinator.com/companies/shelf-engine,2026-09-04T11:45:56.843533
BrainHi,BrainHi,unmatched-new,0.0,https://www.ycombinator.com/companies/brainhi,2026-09-04T11:45:56.861719
Mutiny,Mutiny,unmatched-new,0.0,https://www.ycombinator.com/companies/mutiny,2026-09-04T11:45:56.872744
Leena AI,Leena AI,unmatched-new,0.0,https://www.ycombinator.com/companies/leena-ai,2026-09-04T11:45:56.882728
TENDERD,TENDERD,unmatched-new,0.0,https://www.ycombinator.com/companies/tenderd,2026-09-04T11:45:56.830530
LemonBox,LemonBox,unmatched-new,0.0,https://www.ycombinator.com/companies/lemonbox,2026-09-04T11:45:56.917220
SPATE,SPATE,unmatched-new,0.0,https://www.ycombinator.com/companies/spate,2026-09-04T11:45:56.924227
iLabService,iLabService,unmatched-new,0.0,https://www.ycombinator.com/companies/ilabservice,2026-09-04T11:45:56.936223
Aesthetic,Aesthetic,unmatched-new,0.0,https://www.ycombinator.com/companies/aesthetic,2026-09-04T11:45:56.946221
Prodigal,Prodigal,unmatched-new,0.0,https://www.ycombinator.com/companies/prodigal,2026-09-04T11:45:56.809529
Kunduz,Kunduz,unmatched-new,0.0,https://www.ycombinator.com/companies/kunduz,2026-09-04T11:45:56.987845
Overview,Overview,unmatched-new,0.0,https://www.ycombinator.com/companies/overview,2026-09-04T11:45:57.002954
Centaur,Centaur,unmatched-new,0.0,https://www.ycombinator.com/companies/centaur,2026-09-04T11:45:57.029316
Pachama,Pachama,unmatched-new,0.0,https://www.ycombinator.com/companies/pachama,2026-09-04T11:45:57.022949
AllSome Fulfillment,AllSome Fulfillment,unmatched-new,0.0,https://www.ycombinator.com/companies/allsome-fulfillment,2026-09-04T11:45:57.023950
Windsor,Windsor,unmatched-new,0.0,https://www.ycombinator.com/companies/windsor,2026-09-04T11:45:57.041318
Qventus,Qventus,unmatched-new,0.0,https://www.ycombinator.com/companies/qventus,2026-09-04T11:45:54.830764
Hatch,Hatch,unmatched-new,0.0,https://www.ycombinator.com/companies/hatch,2026-09-04T11:45:57.055327
Flockjay,Flockjay,unmatched-new,0.0,https://www.ycombinator.com/companies/flockjay,2026-09-04T11:45:57.021951
Weave,Weave,unmatched-new,0.0,https://www.ycombinator.com/companies/weave-2,2026-09-04T11:45:54.829693
Tailornova/Couturme,Tailornova/Couturme,unmatched-new,0.0,https://www.ycombinator.com/companies/tailornova-couturme,2026-09-04T11:45:57.112153
BrainKey,BrainKey,unmatched-new,0.0,https://www.ycombinator.com/companies/brainkey,2026-09-04T11:45:57.074096
Community Phone Company,Community Phone Company,unmatched-new,0.0,https://www.ycombinator.com/companies/community-phone-company,2026-09-04T11:45:57.114062
Sapling.ai,Sapling.ai,unmatched-new,0.0,https://www.ycombinator.com/companies/sapling-ai,2026-09-04T11:45:57.148060
Basilica,Basilica,unmatched-new,0.0,https://www.ycombinator.com/companies/basilica,2026-09-04T11:45:57.150060
Demodesk,Demodesk,unmatched-new,0.0,https://www.ycombinator.com/companies/demodesk,2026-09-04T11:45:57.173066
AI Insurance,AI Insurance,unmatched-new,0.0,https://www.ycombinator.com/companies/ai-insurance,2026-09-04T11:45:57.181070
Evo.Do,Evo.Do,unmatched-new,0.0,https://www.ycombinator.com/companies/evo-do,2026-09-04T11:45:57.193069
Docucharm,Docucharm,unmatched-new,0.0,https://www.ycombinator.com/companies/docucharm,2026-09-04T11:45:57.214819
Askdata,Askdata,unmatched-new,0.0,https://www.ycombinator.com/companies/askdata,2026-09-04T11:45:57.235024
Superorder,Superorder,unmatched-new,0.0,https://www.ycombinator.com/companies/superorder,2026-09-04T11:45:57.246028
Bunkerhill Health,Bunkerhill Health,unmatched-new,0.0,https://www.ycombinator.com/companies/bunkerhill-health,2026-09-04T11:45:57.255033
Autodial prev Qwest,Autodial prev Qwest,unmatched-new,0.0,https://www.ycombinator.com/companies/autodial-prev-qwest,2026-09-04T11:45:57.265845
Plivo,Plivo,unmatched-new,0.0,https://www.ycombinator.com/companies/plivo,2026-09-04T11:45:54.814533
Probably Genetic,Probably Genetic,unmatched-new,0.0,https://www.ycombinator.com/companies/probably-genetic,2026-09-04T11:45:57.253033
Hypnos,Hypnos,unmatched-new,0.0,https://www.ycombinator.com/companies/hypnos,2026-09-04T11:45:57.272846
Superb AI,Superb AI,unmatched-new,0.0,https://www.ycombinator.com/companies/superb-ai,2026-09-04T11:45:57.279856
Mars Auto,Mars Auto,unmatched-new,0.0,https://www.ycombinator.com/companies/mars-auto,2026-09-04T11:45:57.348481
Glide,Glide,unmatched-new,0.0,https://www.ycombinator.com/companies/glide,2026-09-04T11:45:57.290852
Tailor-ED,Tailor-ED,unmatched-new,0.0,https://www.ycombinator.com/companies/tailor-ed,2026-09-04T11:45:57.357486
Sublime Black,Sublime Black,unmatched-new,0.0,https://www.ycombinator.com/companies/sublime-black,2026-09-04T11:45:57.349485
AXDRAFT,AXDRAFT,unmatched-new,0.0,https://www.ycombinator.com/companies/axdraft,2026-09-04T11:45:57.310761
Playground,Playground,unmatched-new,0.0,https://www.ycombinator.com/companies/playground,2026-09-04T11:45:57.398567
Allure Systems,Allure Systems,unmatched-new,0.0,https://www.ycombinator.com/companies/allure-systems,2026-09-04T11:45:57.364481
Spiral Genetics,Spiral Genetics,unmatched-new,0.0,https://www.ycombinator.com/companies/spiral-genetics,2026-09-04T11:45:57.375480
Palifer,Palifer,unmatched-new,0.0,https://www.ycombinator.com/companies/palifer,2026-09-04T11:45:57.416567
Figments,Figments,unmatched-new,0.0,https://www.ycombinator.com/companies/figments,2026-09-04T11:45:57.400567
Short Story,Short Story,unmatched-new,0.0,https://www.ycombinator.com/companies/short-story,2026-09-04T11:45:57.465322
"OutRival, Inc.","OutRival, Inc.",unmatched-new,0.0,https://www.ycombinator.com/companies/outrival-inc,2026-09-04T11:45:57.368488
Well Principled,Well Principled,unmatched-new,0.0,https://www.ycombinator.com/companies/well-principled,2026-09-04T11:45:57.452800
TRM Labs,TRM Labs,unmatched-new,0.0,https://www.ycombinator.com/companies/trm-labs,2026-09-04T11:45:57.478322
Symplex,Symplex,unmatched-new,0.0,https://www.ycombinator.com/companies/symplex,2026-09-04T11:45:57.442445
Kraftful,Kraftful,unmatched-new,0.0,https://www.ycombinator.com/companies/kraftful,2026-09-04T11:45:57.453800
Lantern,Lantern,unmatched-new,0.0,https://www.ycombinator.com/companies/lantern,2026-09-04T11:45:57.496589
Soteris,Soteris,unmatched-new,0.0,https://www.ycombinator.com/companies/soteris,2026-09-04T11:45:57.488328
Dashblock,Dashblock,unmatched-new,0.0,https://www.ycombinator.com/companies/dashblock,2026-09-04T11:45:57.513587
ZETA SURGICAL,ZETA SURGICAL,unmatched-new,0.0,https://www.ycombinator.com/companies/zeta-surgical,2026-09-04T11:45:57.556090
Shiru,Shiru,unmatched-new,0.0,https://www.ycombinator.com/companies/shiru,2026-09-04T11:45:57.394642
GEn1E Lifesciences,GEn1E Lifesciences,unmatched-new,0.0,https://www.ycombinator.com/companies/gen1e-lifesciences,2026-09-04T11:45:57.526588
Yummy Future,Yummy Future,unmatched-new,0.0,https://www.ycombinator.com/companies/yummy-future,2026-09-04T11:45:57.541586
Embrace,Embrace,unmatched-new,0.0,https://www.ycombinator.com/companies/embrace,2026-09-04T11:45:57.535586
Chaos Genius,Chaos Genius,unmatched-new,0.0,https://www.ycombinator.com/companies/chaos-genius,2026-09-04T11:45:57.593161
Rosebud AI,Rosebud AI,unmatched-new,0.0,https://www.ycombinator.com/companies/rosebud-ai,2026-09-04T11:45:57.584152
Milo,Milo,unmatched-new,0.0,https://www.ycombinator.com/companies/milo,2026-09-04T11:45:57.571088
Ramen VR,Ramen VR,unmatched-new,0.0,https://www.ycombinator.com/companies/ramen-vr,2026-09-04T11:45:57.650525
Hightouch,Hightouch,unmatched-new,0.0,https://www.ycombinator.com/companies/hightouch,2026-09-04T11:45:57.670051
Rain Neuromorphics,Rain Neuromorphics,unmatched-new,0.0,https://www.ycombinator.com/companies/rain-neuromorphics,2026-09-04T11:45:56.791014
PredictLeads,PredictLeads,unmatched-new,0.0,https://www.ycombinator.com/companies/predictleads,2026-09-04T11:45:57.678058
Traces,Traces,unmatched-new,0.0,https://www.ycombinator.com/companies/traces,2026-09-04T11:45:57.681449
Flowbot,Flowbot,unmatched-new,0.0,https://www.ycombinator.com/companies/flowbot,2026-09-04T11:45:57.701522
Plasticity,Plasticity,unmatched-new,0.0,https://www.ycombinator.com/companies/plasticity,2026-09-04T11:45:56.005947
Taskade,Taskade,unmatched-new,0.0,https://www.ycombinator.com/companies/taskade,2026-09-04T11:45:57.737042
Meridian Industries,Meridian Industries,unmatched-new,0.0,https://www.ycombinator.com/companies/meridian-industries,2026-09-04T11:45:57.729043
Motion,Motion,unmatched-new,0.0,https://www.ycombinator.com/companies/motion,2026-09-04T11:45:57.752553
Deepnote,Deepnote,unmatched-new,0.0,https://www.ycombinator.com/companies/deepnote,2026-09-04T11:45:57.717043
Flowglad,Flowglad,unmatched-new,0.0,https://www.ycombinator.com/companies/flowglad,2026-09-04T11:45:57.773625
Abalone Bio,Abalone Bio,unmatched-new,0.0,https://www.ycombinator.com/companies/abalone-bio,2026-09-04T11:45:57.796181
StratumAI,StratumAI,unmatched-new,0.0,https://www.ycombinator.com/companies/stratumai,2026-09-04T11:45:57.807722
Vahan,Vahan,unmatched-new,0.0,https://www.ycombinator.com/companies/vahan,2026-09-04T11:45:57.618074
MindsDB,MindsDB,unmatched-new,0.0,https://www.ycombinator.com/companies/mindsdb,2026-09-04T11:45:57.805717
Letterdrop,Letterdrop,unmatched-new,0.0,https://www.ycombinator.com/companies/letterdrop,2026-09-04T11:45:57.837243
Segmed,Segmed,unmatched-new,0.0,https://www.ycombinator.com/companies/segmed,2026-09-04T11:45:57.831244
Finlens,Finlens,unmatched-new,0.0,https://www.ycombinator.com/companies/finlens,2026-09-04T11:45:57.627076
Phonic,Phonic,unmatched-new,0.0,https://www.ycombinator.com/companies/phonic,2026-09-04T11:45:57.806720
